id	sentence	e1_mention	e2_mention	relation
78_SECTIME143	4 cm and 80% stenosis of the mid left anterior descending at the bifurcation involving the diagonal branch , 70% stenoses of the left circumflex and oblique marginal artery and 90% stenosis of the posterior descending artery . Please refer to the previously dictated operative note of 2016-12-30 by Dr.	[70% stenoses of the left circumflex and oblique marginal artery | PROBLEM]	[2016-12-30 | DATE]	Before
113_SECTIME80	 A family meeting was held on hospital day #4 which included the pt 's closest family members , her hepatologist , Dr.Admission Date : 2015-03-26 Discharge Date : 2015-03-30 Service : MEDICINE History of Present Illness : 47 female with h/o HCV cirrhosis compocated by encephalopathy , ascites , and h/o portal vein thrombosis ( right anterior portal vein ) and portalcaval shunt ( reversed flow in main portal vein ) presents from liver clinic with increasing abdominal girth .	[A family meeting | OCCURRENCE]	[2015-03-30 | DATE]	Before
487_SECTIME63	 On the evening of postoperative day number four , the patient had a transient episode of disorientation and confusion which subsequently resolved spontaneously . The patient was subsequently cleared for discharge to home with instructions for follow-up on postoperative day number five , 2010-06-12 .	[resolved | OCCURRENCE]	[2010-06-12 | DATE]	Before
637_SECTIME12	Admission Date : 2013-03-27 Discharge Date : 2013-04-01 Service : NEUROSURGERY Allergies : History of Present Illness : 58 yo female s/p high speed MVC . Brief Hospital Course : The patient was admitted to Nantucket Cottage Hospital on 2013-03-27 following a motor vehicle crash as described previously .	[high speed MVC | OCCURRENCE]	[2013-03-27 | DATE]	Before
416_SECTIME78	 He had an ongoing requirement for high volume resuscitation and was persistently acidotic despite CV-VVH in the face of bicarbonate replenishment .ADMISSION DATE : 12/16/97 DISCHARGE DATE : 01/16/98 HISTORY OF PRESENT ILLNESS : The patient was a 53-year-old male with a longstanding history of renal disease with multiple complications and problems related to vascular access and hypercoagulable state .	[an ongoing requirement | PROBLEM]	[01/16/98 | DATE]	Before
118_SECTIME51	 She began enteral feeds on day of life #2 advancing to mother 's breastmilk 30 with ProMod at 150 cc / kg / day .Admission Date : 2008-12-24 Discharge Date : 2009-02-06 Service : Neonatology HISTORY OF PRESENT ILLNESS : Gerardo is the 1400 gm product of a 32 05-03 week twin gestation born to a 37 year old gravida 1 , para 0 mother .	[enteral feeds | TREATMENT]	[2009-02-06 | DATE]	Before
227_TL312	 # Osteoporosis - We continued actonel/vit D , Tums . # PPX - SQ Heparin during this admission , PPI .	[actonel/vit D | TREATMENT]	[this admission | OCCURRENCE]	Before
297_TL28	 Notably with respect to apnea and bradycardia of prematurity , the patient has reached 5 days without significant apneic or bradycardic spells as of the time of discharge 	[5 days | DURATION]	[the time of discharge | DATE]	Before
276_SECTIME103	Admission Date : 11/17/2003 Discharge Date : PRINCIPAL DIAGNOSIS : HISTORY OF PRESENT ILLNESS : The patient is a 65-year-old man with refractory CLL , status post non-myeloblative stem cell transplant approximately nine months prior to admission , and status post prolonged recent Retelk County Medical Center stay for Acanthamoeba infection of skin and sinuses , complicated by ARS due to medication toxicity , as well as GVHD and recent CMV infection , readmitted for new fever , increasing creatinine , hepatomegaly and fluid surge spacing , in the setting of hyponatremia 	[recent CMV infection | PROBLEM]	[11/17/2003 | DATE]	Before
577_SECTIME112	 After being treated with lidocaine , the patient became apneic requiring intubation and transfer to the Coronary Care Unit . The patient 's family eventually decided to withdraw care , and the patient was extubated and passed away on 2009-07-12 .	[intubation | TREATMENT]	[2009-07-12 | DATE]	Before
472_Sectime73	 Underlying dementia was possible but difficult to assess with an overlying delerium .Admission Date : 2017-06-16 Discharge Date : 2017-07-27 Service : MEDICINE History of Present Illness : Patient is a 58 year old male with a recent admission for abdominal pain s/p negative exploratory laparotomy for suspected intussuception now returns on day of discharge with fever and tachycardia .	[an overlying delerium | PROBLEM]	[2017-07-27 | DATE]	Before
332_Sectime42	 She was intubated on 07-03 for progressive respiratory failure .Admission Date : 2019-07-17 Discharge Date : 2019-07-27 Service : MEDICINE History of Present Illness : This is a 39 year-old female with a history of diabetes type I on an insulin pump , anemia , hypothyroidism , gastroparesis , GERD , who was transferred from Mediplex Rehab Hospital Hospital for further management of hypoxic respiratory failure .	[progressive respiratory failure | PROBLEM]	[2019-07-17 | DATE]	Before
68_Sectime163	 In addition , he also complained of difficulty with swallowing , necessitating only soft and liquid diet .Admission Date : 2010-08-26 Discharge Date : 2010-09-02 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : Mr.	[soft and liquid diet | TREATMENT]	[2010-09-02 | DATE]	Before
582_SECTIME60	 No intervention was done at that point .Admission Date : 2013-08-05 Discharge Date : 2013-08-15 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : In brief , the patient is a 64 - year-old male with a significant history for coronary artery disease , status post three myocardial infarctions and also status post five vessel coronary artery bypass graft in ' 89 and status post multiple percutaneous transluminal coronary angioplasties who recently had a catheterization done in Mississippi and stent placed in 2013-03-24 .	[intervention | TREATMENT]	[2013-08-05 | DATE]	Before
762_SECTIME120	 The Plastic Team then took over for reconstruction consisting of radial forearm free flap to floor of mouth .Admission Date : 2016-11-21 Discharge Date : 2016-11-30 Service : CMED CCU CHIEF COMPLAINT AND HISTORY OF PRESENT ILLNESS : Mr.	[reconstruction | TREATMENT]	[2016-11-30 | DATE]	Before
131_TL121	 Although she had mediastinal recurrence , bone scan , head and liver CT were negative for metastatic disease 	[metastatic disease | PROBLEM]	[negative | TEST]	Before
812_SECTIME155	 Shoulder fracture - Patient is s/p a left hip fracture ( decision not to operate ) and a left shoulder fracture with hemiarthroplasty 11-14 . Diff B toxin came back negative on 2019-01-10 .	[operate | TREATMENT]	[2019-01-10 | DATE]	Before
776_SECTIME8	 At that time , his oxygen saturation was only 90% on room air and his chest X-Ray showed no change .Admission Date : 02/08/1991 Discharge Date : 02/18/1991 HISTORY OF PRESENT ILLNESS : Mr.	[his chest X-Ray | TEST]	[02/08/1991 | DATE]	Before
276_SECTIME50	Admission Date : 11/17/2003 Discharge Date : PRINCIPAL DIAGNOSIS : HISTORY OF PRESENT ILLNESS : The patient is a 65-year-old man with refractory CLL , status post non-myeloblative stem cell transplant approximately nine months prior to admission , and status post prolonged recent Retelk County Medical Center stay for Acanthamoeba infection of skin and sinuses , complicated by ARS due to medication toxicity , as well as GVHD and recent CMV infection , readmitted for new fever , increasing creatinine , hepatomegaly and fluid surge spacing , in the setting of hyponatremia 	[stay | OCCURRENCE]	[11/17/2003 | DATE]	Before
358_SECTIME74	 He did have runs of nonsustained ventricular tachycardia , which were clinically stable .ADMISSION DATE : 07-30-93 DISCHARGE DATE : 08-10-93 HISTORY OF PRESENT ILLNESS : The patient is a 47 year old patient of Dr.	[clinically stable | OCCURRENCE]	[08-10-93 | DATE]	Before
172_SECTIME53	 Subsequently extubated and his respiratory Sx are now improved . Davison died approximately 24 hours after decision to be CMO , on 2018-05-01 .	[his respiratory Sx | PROBLEM]	[2018-05-01 | DATE]	Before
202_SECTIME65	 At ChelseaWomens ' , about 04-25 , she developed pseudomonal urosepsis and vaginal bleeding from tumor extension/anti-coagulation .Admission Date : 2016-05-10 Discharge Date : 2016-05-16 Service : MEDICINE History of Present Illness : 30-year-old woman with metastatic squamous cell carcinoma of unknown primary .	[pseudomonal urosepsis | PROBLEM]	[2016-05-10 | DATE]	Before
756_SECTIME82	 She was found to have intermedullary lesion at C1-2 level which on biopsy showed abnormal vasculature , hemosiderin deposit , leading in turn to the discovery of a dural arteriovenous malformation at that level which was surgically corrected .Admission Date : 10/23/1999 Discharge Date : 11/02/1999 HISTORY OF PRESENT ILLNESS : Ms.	[showed | EVIDENTIAL]	[10/23/1999 | DATE]	Before
43_Sectime18	8 , BP 100 - 140/60 s, HR 80 s, RR 20 s, Sat 75% on RA in triage , up to 100% on NRB . Mcelveen is a 51 year-old male with metastatic RCC status post left radical nephrectomy in 2018-03-21 , status post Avastin and sorafenib , most recently on Sutent monotherapy since 2018-12-21 , with mild renal insufficiency , who presented from home on 2019-06-14 with shortness of breath and fever .	[RA | TREATMENT]	[2019-06-14 | DATE]	Before
288_SECTIME32	 HOSPITAL COURSE : The patient was admitted to the hospital and begun on high dose Hydroxyurea , with a gradual improvement in his white blood count over the next few days . They agreed with a do not resuscitate status early on in the hospitalization and in the course of being maintain on low dose Morphine , he ultimately expired on 2/28/94 with the family present .	[his white blood count | TEST]	[2/28/94 | DATE]	Before
776_SECTIME24	 Review of liver function tests revealed a cholestatic picture which was not previously found and it was felt that this was secondary to the Bactrim which had been recently stopped anyway .Admission Date : 02/08/1991 Discharge Date : 02/18/1991 HISTORY OF PRESENT ILLNESS : Mr.	[the Bactrim | TREATMENT]	[02/08/1991 | DATE]	Before
141_Sectime16	 ( A full account of this operation can be found in the Operative Note ) .Admission Date : 10/25/1997 Discharge Date : 11/03/1997 HISTORY OF PRESENT ILLNESS : The patient is a 67-year-old woman with occasional abdominal pain in the right lower quadrant and left lower quadrant .	[the Operative Note | EVIDENTIAL]	[11/03/1997 | DATE]	Before
308_Sectime22	 She then underwent a CT scan which showed no evidence of volvulus .ADMISSION DATE : 12/02/2002 DISCHARGE DATE : 12/04/2002 HISTORY OF PRESENT ILLNESS : The patient is an 81 year old female with a history of cerebrovascular accident , atrial fibrillation , hypothyroidism and dementia who is status post laparoscopic cholecystectomy one week ago who currently presents with a 4 day history of no bowel movement .	[showed | EVIDENTIAL]	[12/04/2002 | DATE]	Before
492_SECTIME0	Admission Date : 2016-02-14 Discharge Date : Date of Birth : Service : ADMISSION DIAGNOSIS : HISTORY OF PRESENT ILLNESS : The patient is a 63 year old gentleman who had initially presented with exertional chest pressure several weeks prior to this admission that would resolve with rest 	[presented | EVIDENTIAL]	[2016-02-14 | DATE]	Before
298_SECTIME6	ADMISSION DATE : 11/17/2004 DISCHARGE DATE : 11/26/2004 OPERATIONS / PROCEDURES : Dobutamine stress test , cardiac ultrasound , EGD , chest x-ray , PICC placement 	[MI | PROBLEM]	[11/26/2004 | DATE]	Before
756_SECTIME55	 Breunlinke is a 69 year-old right handed woman , status post surgical correction of a C-1 to C-2 dural AVM in January , 1998 , now presenting with a one month history of increasing left sided weakness and pain with spasticity , occasional difficulty swallowing and abdominal pain .Admission Date : 10/23/1999 Discharge Date : 11/02/1999 HISTORY OF PRESENT ILLNESS : Ms.	[pain | PROBLEM]	[10/23/1999 | DATE]	Before
208_SECTIME94	 A CXR was performed the evening of 5/16 , showing moderate sized bilateral pleural effusions , stable cardiomegaly and a possible RLL infiltrate .Admission Date : 2018-05-26 Discharge Date : 2018-05-31 Service : MEDICINE History of Present Illness : 82 F with h/o COPD , CAD , pafib and SSS s/p pacer on 05-08 for symptomatic pauses is transferred for large pericardial effusion ? needing drainage and CHF .	[RLL infiltrate | PROBLEM]	[2018-05-31 | DATE]	Before
652_TL7	 The patient had a long history of hypertension , hypercholesterolemia , tobacco abuse , and family history of coronary artery disease , who was in the usual state of health until Saturday previous to admission when she experienced bilateral arm and chest discomfort while carrying groceries . She is being transferred to Arbour-Fuller Hospital for cardiac catheterization .	[hypertension | PROBLEM]	[transferred | OCCURRENCE]	Before
